1.281000000000000050e+01,3.000000000000000000e+00
1.393999999999999950e+01,1.000000000000000000e+00
1.200000000000000000e+01,2.000000000000000000e+00
1.436999999999999922e+01,1.000000000000000000e+00
1.375999999999999979e+01,1.000000000000000000e+00
1.244999999999999929e+01,3.000000000000000000e+00
1.422000000000000064e+01,1.000000000000000000e+00
1.208000000000000007e+01,2.000000000000000000e+00
1.421000000000000085e+01,1.000000000000000000e+00
1.283999999999999986e+01,3.000000000000000000e+00
1.367999999999999972e+01,1.000000000000000000e+00
1.388000000000000078e+01,3.000000000000000000e+00
1.259999999999999964e+01,3.000000000000000000e+00
1.208000000000000007e+01,2.000000000000000000e+00
1.166000000000000014e+01,2.000000000000000000e+00
1.310999999999999943e+01,2.000000000000000000e+00
1.350000000000000000e+01,1.000000000000000000e+00
1.236999999999999922e+01,2.000000000000000000e+00
1.164000000000000057e+01,2.000000000000000000e+00
1.332000000000000028e+01,3.000000000000000000e+00
1.225000000000000000e+01,3.000000000000000000e+00
1.340000000000000036e+01,3.000000000000000000e+00
1.228999999999999915e+01,2.000000000000000000e+00
1.406000000000000050e+01,1.000000000000000000e+00
1.385999999999999943e+01,2.000000000000000000e+00
1.372000000000000064e+01,1.000000000000000000e+00
1.285999999999999943e+01,3.000000000000000000e+00
1.374000000000000021e+01,1.000000000000000000e+00
1.373000000000000043e+01,1.000000000000000000e+00
1.316999999999999993e+01,3.000000000000000000e+00
1.216999999999999993e+01,2.000000000000000000e+00
1.296000000000000085e+01,3.000000000000000000e+00
1.416000000000000014e+01,3.000000000000000000e+00
1.422000000000000064e+01,1.000000000000000000e+00
1.207000000000000028e+01,2.000000000000000000e+00
1.363000000000000078e+01,1.000000000000000000e+00
1.349000000000000021e+01,2.000000000000000000e+00
1.269999999999999929e+01,3.000000000000000000e+00
1.203999999999999915e+01,2.000000000000000000e+00
1.327999999999999936e+01,1.000000000000000000e+00
1.483000000000000007e+01,1.000000000000000000e+00
1.302999999999999936e+01,2.000000000000000000e+00
1.371000000000000085e+01,3.000000000000000000e+00
1.475000000000000000e+01,1.000000000000000000e+00
1.236999999999999922e+01,2.000000000000000000e+00
1.335999999999999943e+01,3.000000000000000000e+00
1.272000000000000064e+01,2.000000000000000000e+00
1.181000000000000050e+01,2.000000000000000000e+00
1.200000000000000000e+01,2.000000000000000000e+00
1.349000000000000021e+01,3.000000000000000000e+00
1.284999999999999964e+01,3.000000000000000000e+00
1.419999999999999929e+01,1.000000000000000000e+00
1.161999999999999922e+01,2.000000000000000000e+00
1.183999999999999986e+01,2.000000000000000000e+00
1.305000000000000071e+01,2.000000000000000000e+00
1.252999999999999936e+01,3.000000000000000000e+00
1.341000000000000014e+01,1.000000000000000000e+00
1.292999999999999972e+01,1.000000000000000000e+00
1.183999999999999986e+01,2.000000000000000000e+00
1.418999999999999950e+01,1.000000000000000000e+00
1.305000000000000071e+01,1.000000000000000000e+00
1.333999999999999986e+01,2.000000000000000000e+00
1.242999999999999972e+01,2.000000000000000000e+00
1.361999999999999922e+01,3.000000000000000000e+00
1.406000000000000050e+01,1.000000000000000000e+00
1.377999999999999936e+01,3.000000000000000000e+00
1.344999999999999929e+01,3.000000000000000000e+00
1.241999999999999993e+01,2.000000000000000000e+00
1.208000000000000007e+01,2.000000000000000000e+00
1.228999999999999915e+01,2.000000000000000000e+00
1.383000000000000007e+01,1.000000000000000000e+00
1.228999999999999915e+01,2.000000000000000000e+00
1.276999999999999957e+01,2.000000000000000000e+00
1.358000000000000007e+01,1.000000000000000000e+00
1.316999999999999993e+01,3.000000000000000000e+00
1.182000000000000028e+01,2.000000000000000000e+00
1.236999999999999922e+01,2.000000000000000000e+00
1.411999999999999922e+01,1.000000000000000000e+00
1.146000000000000085e+01,2.000000000000000000e+00
1.319999999999999929e+01,1.000000000000000000e+00
1.299000000000000021e+01,2.000000000000000000e+00
1.324000000000000021e+01,1.000000000000000000e+00
1.292999999999999972e+01,3.000000000000000000e+00
1.233000000000000007e+01,2.000000000000000000e+00
1.221000000000000085e+01,2.000000000000000000e+00
1.305000000000000071e+01,1.000000000000000000e+00
1.182000000000000028e+01,2.000000000000000000e+00
1.375000000000000000e+01,1.000000000000000000e+00
1.409999999999999964e+01,1.000000000000000000e+00
1.165000000000000036e+01,2.000000000000000000e+00
1.241999999999999993e+01,2.000000000000000000e+00
1.286999999999999922e+01,3.000000000000000000e+00
1.233999999999999986e+01,2.000000000000000000e+00
1.250999999999999979e+01,2.000000000000000000e+00
1.308000000000000007e+01,3.000000000000000000e+00
1.144999999999999929e+01,2.000000000000000000e+00
1.225000000000000000e+01,2.000000000000000000e+00
1.236999999999999922e+01,2.000000000000000000e+00
1.433999999999999986e+01,3.000000000000000000e+00
1.373000000000000043e+01,3.000000000000000000e+00
1.160999999999999943e+01,2.000000000000000000e+00
1.324000000000000021e+01,1.000000000000000000e+00
1.219999999999999929e+01,3.000000000000000000e+00
1.323000000000000043e+01,3.000000000000000000e+00
1.368999999999999950e+01,3.000000000000000000e+00
1.409999999999999964e+01,1.000000000000000000e+00
1.282000000000000028e+01,3.000000000000000000e+00
1.438000000000000078e+01,1.000000000000000000e+00
1.328999999999999915e+01,1.000000000000000000e+00
1.276999999999999957e+01,3.000000000000000000e+00
1.141000000000000014e+01,2.000000000000000000e+00
1.196000000000000085e+01,2.000000000000000000e+00
1.222000000000000064e+01,2.000000000000000000e+00
1.423000000000000043e+01,1.000000000000000000e+00
1.233000000000000007e+01,2.000000000000000000e+00
1.430000000000000071e+01,1.000000000000000000e+00
1.382000000000000028e+01,1.000000000000000000e+00
1.307000000000000028e+01,1.000000000000000000e+00
1.305000000000000071e+01,1.000000000000000000e+00
1.102999999999999936e+01,2.000000000000000000e+00
1.228999999999999915e+01,2.000000000000000000e+00
1.178999999999999915e+01,2.000000000000000000e+00
1.272000000000000064e+01,2.000000000000000000e+00
1.350999999999999979e+01,1.000000000000000000e+00
1.339000000000000057e+01,1.000000000000000000e+00
1.225000000000000000e+01,3.000000000000000000e+00
1.364000000000000057e+01,1.000000000000000000e+00
1.175999999999999979e+01,2.000000000000000000e+00
